C,制造业,20,木材加工和木、竹、藤、棕、草制品业,202,人造板制造,2029,其他人造板制造
C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造,4014,实验分析仪器制造
F,批发和零售业,51,批发业,512,食品、饮料及烟草制品批发,5125,盐及调味品批发
F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5164,金属及金属矿批发
J,金融业,67,资本市场服务,673,非公开募集证券投资基金,6739,其他非公开募集证券投资基金
K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营
M,科学研究和技术服务业,73,研究和试验发展,732,工程和技术研究和试验发展,7320,工程和技术研究和试验发展
M,科学研究和技术服务业,75,科技推广和应用服务业,751,技术推广服务,7519,其他技术推广服务
P,教育,83,教育,833,中等教育,8334,普通高中教育
