名称,年份,地区生产总值(万元)
北京市大兴区,2001,711300.0
北京市大兴区,2002,879000.0
北京市大兴区,2003,1037000.0
北京市大兴区,2004,1205000.0
北京市大兴区,2005,1574511.0
北京市大兴区,2006,1703000.0
北京市大兴区,2007,1942984.0
北京市大兴区,2008,2164595.0
北京市大兴区,2009,2711755.0
北京市大兴区,2010,3192360.0
北京市大兴区,2011,3598857.0
北京市大兴区,2012,4041395.0
北京市大兴区,2013,4504200.0
北京市大兴区,2014,4908757.0
北京市大兴区,2015,5308247.0
北京市大兴区,2016,5831789.0
北京市大兴区,2017,6445617.0
北京市大兴区,2018,7003773.0
北京市大兴区,2019,9075500.0
北京市大兴区,2020,9327655.0
北京市怀柔区,2001,447500.0
北京市怀柔区,2002,522000.0
北京市怀柔区,2003,623000.0
北京市怀柔区,2004,752000.0
北京市怀柔区,2005,844921.0
北京市怀柔区,2006,999000.0
北京市怀柔区,2007,1215332.0
北京市怀柔区,2008,1302346.0
北京市怀柔区,2009,1314410.0
北京市怀柔区,2010,1505512.0
北京市怀柔区,2011,1715962.0
北京市怀柔区,2012,1859348.0
北京市怀柔区,2013,2074727.0
北京市怀柔区,2014,2227058.0
北京市怀柔区,2015,2406421.0
北京市怀柔区,2016,2594116.0
北京市怀柔区,2017,2857990.0
北京市怀柔区,2018,3092999.0
北京市怀柔区,2019,3998605.0
北京市怀柔区,2020,3966074.0
北京市平谷区,2001,371000.0
北京市平谷区,2002,424000.0
北京市平谷区,2003,510000.0
北京市平谷区,2004,602000.0
北京市平谷区,2005,576944.0
北京市平谷区,2006,641740.0
北京市平谷区,2007,720849.0
北京市平谷区,2008,800372.0
北京市平谷区,2009,1069844.0
北京市平谷区,2010,1189306.0
北京市平谷区,2011,1380217.0
北京市平谷区,2012,1551384.0
北京市平谷区,2013,1709169.0
北京市平谷区,2014,1854450.0
北京市平谷区,2015,2014154.0
北京市平谷区,2016,2183108.0
北京市平谷区,2017,2335531.0
北京市平谷区,2018,2510040.0
北京市平谷区,2019,2934891.0
北京市平谷区,2020,2840976.0
北京市密云区,2001,444600.0
北京市密云区,2002,566000.0
北京市密云区,2003,684000.0
北京市密云区,2004,780000.0
北京市密云区,2005,794598.0
北京市密云区,2006,860000.0
北京市密云区,2007,946378.0
北京市密云区,2008,1069291.0
北京市密云区,2009,1195304.0
北京市密云区,2010,1426926.0
北京市密云区,2011,1635242.0
北京市密云区,2012,1810208.0
北京市密云区,2013,1995976.0
北京市密云区,2014,2138807.0
北京市密云区,2015,2324930.0
北京市密云区,2016,2511344.0
北京市密云区,2017,2782407.0
北京市密云区,2018,3001686.0
北京市密云区,2019,3409331.0
北京市密云区,2020,3385574.0
北京市延庆区,2001,276800.0
北京市延庆区,2002,316000.0
北京市延庆区,2003,375000.0
北京市延庆区,2004,443000.0
北京市延庆区,2005,405457.0
北京市延庆区,2006,469000.0
北京市延庆区,2007,510810.0
北京市延庆区,2008,559758.0
北京市延庆区,2009,614829.0
北京市延庆区,2010,683438.0
北京市延庆区,2011,764227.0
北京市延庆区,2012,851477.0
北京市延庆区,2013,938647.0
北京市延庆区,2014,1013049.0
北京市延庆区,2015,1111952.0
北京市延庆区,2016,1226599.0
北京市延庆区,2017,1361674.0
北京市延庆区,2018,1518975.0
北京市延庆区,2019,1952859.0
北京市延庆区,2020,1944775.0
天津市和平区,2000,308200.0
天津市和平区,2001,367200.0
天津市和平区,2002,440200.0
天津市和平区,2003,550600.0
天津市和平区,2004,700000.0
天津市和平区,2005,2830900.0
天津市和平区,2006,3138600.0
天津市和平区,2007,3440300.0
天津市和平区,2008,3965200.0
天津市和平区,2009,4407800.0
天津市和平区,2010,5044900.0
天津市和平区,2011,5774700.0
天津市和平区,2012,6532600.0
天津市和平区,2013,6942900.0
天津市和平区,2014,7203700.0
天津市和平区,2015,7757700.0
天津市和平区,2016,8026200.0
天津市和平区,2017,8547500.0
天津市和平区,2018,9201800.0
天津市和平区,2019,8089600.0
天津市和平区,2020,8286700.0
天津市河东区,2000,221200.0
天津市河东区,2001,268600.0
天津市河东区,2002,325200.0
天津市河东区,2003,398000.0
天津市河东区,2004,492000.0
天津市河东区,2005,1294200.0
天津市河东区,2006,1489800.0
天津市河东区,2007,1589500.0
天津市河东区,2008,1840500.0
天津市河东区,2009,2162000.0
天津市河东区,2010,2321100.0
天津市河东区,2011,2540600.0
天津市河东区,2012,2618400.0
天津市河东区,2013,2662100.0
天津市河东区,2014,2801000.0
天津市河东区,2015,2860500.0
天津市河东区,2016,2909800.0
天津市河东区,2017,4119700.0
天津市河东区,2018,4341800.0
天津市河东区,2019,3339100.0
天津市河东区,2020,3436700.0
天津市河西区,2000,251600.0
天津市河西区,2001,300800.0
天津市河西区,2002,361100.0
天津市河西区,2003,447700.0
天津市河西区,2004,556000.0
天津市河西区,2005,2859900.0
天津市河西区,2006,3144200.0
天津市河西区,2007,3461800.0
天津市河西区,2008,4031400.0
天津市河西区,2009,4471800.0
天津市河西区,2010,5150500.0
天津市河西区,2011,5851300.0
天津市河西区,2012,6628500.0
天津市河西区,2013,6718300.0
天津市河西区,2014,7028200.0
天津市河西区,2015,7700700.0
天津市河西区,2016,8198500.0
天津市河西区,2017,9749800.0
天津市河西区,2018,10419800.0
天津市河西区,2019,9528700.0
天津市河西区,2020,9896300.0
天津市南开区,2000,194500.0
天津市南开区,2001,277400.0
天津市南开区,2002,338100.0
天津市南开区,2003,418500.0
天津市南开区,2004,519000.0
天津市南开区,2005,1952900.0
天津市南开区,2006,2204500.0
天津市南开区,2007,2332100.0
天津市南开区,2008,2798300.0
天津市南开区,2009,3114700.0
天津市南开区,2010,3500500.0
天津市南开区,2011,4800100.0
天津市南开区,2012,5297300.0
天津市南开区,2013,5073000.0
天津市南开区,2014,5442200.0
天津市南开区,2015,5909300.0
天津市南开区,2016,6520900.0
天津市南开区,2017,8145000.0
天津市南开区,2018,8931000.0
天津市南开区,2019,6254400.0
天津市南开区,2020,6261300.0
天津市河北区,2000,217700.0
天津市河北区,2001,254000.0
天津市河北区,2002,298800.0
天津市河北区,2003,359700.0
天津市河北区,2004,440000.0
天津市河北区,2005,1391000.0
天津市河北区,2006,1556600.0
天津市河北区,2007,1922200.0
天津市河北区,2008,2750600.0
天津市河北区,2009,2817400.0
天津市河北区,2010,3451800.0
天津市河北区,2011,2919800.0
天津市河北区,2012,3205000.0
天津市河北区,2013,3460400.0
天津市河北区,2014,3836900.0
天津市河北区,2015,4128400.0
天津市河北区,2016,4156700.0
天津市河北区,2017,4608800.0
天津市河北区,2018,4882800.0
天津市河北区,2019,3790800.0
天津市河北区,2020,3653400.0
天津市红桥区,2000,215800.0
天津市红桥区,2001,259600.0
天津市红桥区,2002,302000.0
天津市红桥区,2003,371500.0
天津市红桥区,2004,448000.0
天津市红桥区,2005,436600.0
天津市红桥区,2006,496200.0
天津市红桥区,2007,594600.0
天津市红桥区,2008,918700.0
天津市红桥区,2009,989500.0
天津市红桥区,2010,1146800.0
天津市红桥区,2011,1286800.0
天津市红桥区,2012,1402600.0
天津市红桥区,2013,1570000.0
天津市红桥区,2014,1748900.0
天津市红桥区,2015,1923500.0
天津市红桥区,2016,2081600.0
天津市红桥区,2017,1923800.0
天津市红桥区,2018,2090200.0
天津市红桥区,2019,1813700.0
天津市红桥区,2020,1854200.0
天津市东丽区,2000,640000.0
天津市东丽区,2001,736000.0
天津市东丽区,2002,850000.0
天津市东丽区,2003,1011600.0
天津市东丽区,2004,1207000.0
天津市东丽区,2005,1727500.0
天津市东丽区,2006,2030200.0
天津市东丽区,2007,2429500.0
天津市东丽区,2008,3684500.0
天津市东丽区,2009,4511300.0
天津市东丽区,2010,5401400.0
天津市东丽区,2011,6028100.0
天津市东丽区,2012,6716800.0
天津市东丽区,2013,7674500.0
天津市东丽区,2014,8518000.0
天津市东丽区,2015,8750000.0
天津市东丽区,2016,9266100.0
天津市东丽区,2017,9446400.0
天津市东丽区,2018,9676800.0
天津市东丽区,2019,6364000.0
天津市东丽区,2020,6503600.0
天津市西青区,2000,730100.0
天津市西青区,2001,828300.0
天津市西青区,2002,1000000.0
天津市西青区,2003,1233200.0
天津市西青区,2004,1460000.0
天津市西青区,2005,2296500.0
天津市西青区,2006,2697700.0
天津市西青区,2007,3448000.0
天津市西青区,2008,3749800.0
天津市西青区,2009,4559100.0
天津市西青区,2010,5263500.0
天津市西青区,2011,5955000.0
天津市西青区,2012,7229900.0
天津市西青区,2013,8125800.0
天津市西青区,2014,9647100.0
天津市西青区,2015,10150600.0
天津市西青区,2016,10383500.0
天津市西青区,2017,9632200.0
天津市西青区,2018,9866400.0
天津市西青区,2019,8291900.0
天津市西青区,2020,8205900.0
天津市津南区,2000,547800.0
天津市津南区,2001,622100.0
天津市津南区,2002,698900.0
天津市津南区,2003,852400.0
天津市津南区,2004,1011000.0
天津市津南区,2005,1031300.0
天津市津南区,2006,1172700.0
天津市津南区,2007,1472100.0
天津市津南区,2008,2253200.0
天津市津南区,2009,2416900.0
天津市津南区,2010,2906900.0
天津市津南区,2011,3799700.0
天津市津南区,2012,4911700.0
天津市津南区,2013,6212000.0
天津市津南区,2014,7100100.0
天津市津南区,2015,7425400.0
天津市津南区,2016,8092900.0
天津市津南区,2017,7790900.0
天津市津南区,2018,7491800.0
天津市津南区,2019,5354300.0
天津市津南区,2020,5391700.0
天津市北辰区,2000,715800.0
天津市北辰区,2001,837600.0
天津市北辰区,2002,984500.0
天津市北辰区,2003,1172300.0
天津市北辰区,2004,1400000.0
天津市北辰区,2005,1934300.0
天津市北辰区,2006,2164800.0
天津市北辰区,2007,2369400.0
天津市北辰区,2008,3679100.0
天津市北辰区,2009,3886900.0
天津市北辰区,2010,4641300.0
天津市北辰区,2011,5629900.0
天津市北辰区,2012,6664300.0
天津市北辰区,2013,7626600.0
天津市北辰区,2014,8856800.0
天津市北辰区,2015,9557000.0
天津市北辰区,2016,10525300.0
天津市北辰区,2017,9588200.0
天津市北辰区,2018,9448800.0
天津市北辰区,2019,6053500.0
天津市北辰区,2020,6241500.0
天津市武清区,2000,812300.0
天津市武清区,2001,917000.0
天津市武清区,2002,1007300.0
天津市武清区,2003,1181800.0
天津市武清区,2004,1406000.0
天津市武清区,2005,1484900.0
天津市武清区,2006,1562600.0
天津市武清区,2007,1689000.0
天津市武清区,2008,2399100.0
天津市武清区,2009,2763100.0
天津市武清区,2010,3411700.0
天津市武清区,2011,4555100.0
天津市武清区,2012,6331900.0
天津市武清区,2013,8068700.0
天津市武清区,2014,9507300.0
天津市武清区,2015,10267500.0
天津市武清区,2016,11488900.0
天津市武清区,2017,12015200.0
天津市武清区,2018,12265100.0
天津市武清区,2019,8694900.0
天津市武清区,2020,8155200.0
天津市宝坻区,2000,699000.0
天津市宝坻区,2001,792800.0
天津市宝坻区,2002,875000.0
天津市宝坻区,2003,1024300.0
天津市宝坻区,2004,1178000.0
天津市宝坻区,2005,750100.0
天津市宝坻区,2006,914200.0
天津市宝坻区,2007,1136000.0
天津市宝坻区,2008,1575000.0
天津市宝坻区,2009,1951600.0
天津市宝坻区,2010,2418200.0
天津市宝坻区,2011,3233300.0
天津市宝坻区,2012,4144100.0
天津市宝坻区,2013,4871600.0
天津市宝坻区,2014,5647300.0
天津市宝坻区,2015,6050400.0
天津市宝坻区,2016,6681400.0
天津市宝坻区,2017,6099700.0
天津市宝坻区,2018,6381700.0
天津市宝坻区,2019,3688800.0
天津市宝坻区,2020,3543725.0
天津市滨海新区,2000,5624000.0
天津市滨海新区,2001,6671400.0
天津市滨海新区,2002,8205200.0
天津市滨海新区,2003,10463000.0
天津市滨海新区,2004,13232600.0
天津市滨海新区,2005,16232600.0
天津市滨海新区,2006,19604900.0
天津市滨海新区,2007,23640800.0
天津市滨海新区,2008,33499900.0
天津市滨海新区,2009,38106700.0
天津市滨海新区,2010,50301100.0
天津市滨海新区,2011,62068700.0
天津市滨海新区,2012,72051700.0
天津市滨海新区,2013,80204000.0
天津市滨海新区,2014,87601500.0
天津市滨海新区,2015,92703100.0
天津市滨海新区,2019,58578000.0
天津市滨海新区,2020,58710600.0
天津市宁河区,2000,508200.0
天津市宁河区,2001,584600.0
天津市宁河区,2002,672300.0
天津市宁河区,2003,805700.0
天津市宁河区,2004,952000.0
天津市宁河区,2005,555500.0
天津市宁河区,2006,618000.0
天津市宁河区,2007,672100.0
天津市宁河区,2008,1293900.0
天津市宁河区,2009,1542500.0
天津市宁河区,2010,1692800.0
天津市宁河区,2011,2249500.0
天津市宁河区,2012,2801400.0
天津市宁河区,2013,4138200.0
天津市宁河区,2014,5017200.0
天津市宁河区,2015,5225200.0
天津市宁河区,2016,5106700.0
天津市宁河区,2017,3795000.0
天津市宁河区,2018,4382290.0
天津市宁河区,2019,2858000.0
天津市宁河区,2020,3127800.0
天津市静海区,2000,604500.0
天津市静海区,2001,678800.0
天津市静海区,2002,781100.0
天津市静海区,2003,925400.0
天津市静海区,2004,1122000.0
天津市静海区,2005,1295200.0
天津市静海区,2006,1481700.0
天津市静海区,2007,1590400.0
天津市静海区,2008,2363200.0
天津市静海区,2009,2811200.0
天津市静海区,2010,2782600.0
天津市静海区,2011,3436600.0
天津市静海区,2012,4154500.0
天津市静海区,2013,5072300.0
天津市静海区,2014,5833800.0
天津市静海区,2015,6166900.0
天津市静海区,2016,6659000.0
天津市静海区,2017,6547600.0
天津市静海区,2018,6814709.0
天津市静海区,2019,4107469.0
天津市静海区,2020,4329818.0
天津市蓟州区,2000,653100.0
天津市蓟州区,2001,754500.0
天津市蓟州区,2002,867000.0
天津市蓟州区,2003,1024700.0
天津市蓟州区,2004,1222000.0
天津市蓟州区,2005,1095700.0
天津市蓟州区,2006,1243200.0
天津市蓟州区,2007,1309600.0
天津市蓟州区,2008,1555700.0
天津市蓟州区,2009,1763100.0
天津市蓟州区,2010,2154700.0
天津市蓟州区,2011,2501100.0
天津市蓟州区,2012,2915200.0
天津市蓟州区,2013,3168400.0
天津市蓟州区,2014,3509100.0
天津市蓟州区,2015,3905400.0
天津市蓟州区,2016,3865400.0
天津市蓟州区,2017,3654200.0
天津市蓟州区,2018,3816625.0
天津市蓟州区,2019,2108010.0
天津市蓟州区,2020,2245984.0
河北省石家庄市桥西区,2015,794079.0
河北省石家庄市桥西区,2016,885655.0
河北省石家庄市桥西区,2017,937801.0
河北省石家庄市桥西区,2020,3047650.0
河北省石家庄市新华区,2015,1423301.0
河北省石家庄市新华区,2016,1472633.0
河北省石家庄市新华区,2017,1619374.0
河北省石家庄市藁城区,2000,810749.0
河北省石家庄市藁城区,2001,883852.0
河北省石家庄市藁城区,2002,970357.0
河北省石家庄市藁城区,2003,1174381.0
河北省石家庄市藁城区,2004,1395609.0
河北省石家庄市藁城区,2005,1501624.0
河北省石家庄市藁城区,2006,1735929.0
河北省石家庄市藁城区,2007,2090002.0
河北省石家庄市藁城区,2008,2421659.0
河北省石家庄市藁城区,2009,2614310.0
河北省石家庄市藁城区,2010,3140236.0
河北省石家庄市藁城区,2011,3905029.0
河北省石家庄市藁城区,2012,4753244.0
河北省石家庄市藁城区,2013,4748770.0
河北省石家庄市藁城区,2014,5304001.0
河北省石家庄市藁城区,2015,5778086.0
河北省石家庄市藁城区,2016,6096636.0
河北省石家庄市藁城区,2017,6008138.0
河北省石家庄市藁城区,2018,6078979.0
河北省石家庄市藁城区,2019,4159863.0
河北省石家庄市藁城区,2020,4257396.0
河北省石家庄市鹿泉区,2000,679408.0
河北省石家庄市鹿泉区,2001,735758.0
河北省石家庄市鹿泉区,2002,802319.0
河北省石家庄市鹿泉区,2003,920888.0
河北省石家庄市鹿泉区,2004,1119564.0
河北省石家庄市鹿泉区,2005,1093711.0
河北省石家庄市鹿泉区,2006,1296626.0
河北省石家庄市鹿泉区,2007,1549574.0
河北省石家庄市鹿泉区,2008,1858631.0
河北省石家庄市鹿泉区,2009,1908215.0
河北省石家庄市鹿泉区,2010,2085460.0
河北省石家庄市鹿泉区,2011,2614124.0
河北省石家庄市鹿泉区,2012,2900051.0
河北省石家庄市鹿泉区,2013,3200581.0
河北省石家庄市鹿泉区,2014,3414431.0
河北省石家庄市鹿泉区,2015,3559996.0
河北省石家庄市鹿泉区,2016,3679455.0
河北省石家庄市鹿泉区,2017,3844841.0
河北省石家庄市鹿泉区,2018,3323507.0
河北省石家庄市鹿泉区,2019,2904093.0
河北省石家庄市鹿泉区,2020,3008701.0
河北省石家庄市栾城区,2000,473415.0
河北省石家庄市栾城区,2001,416002.0
河北省石家庄市栾城区,2002,457263.0
河北省石家庄市栾城区,2003,547613.0
河北省石家庄市栾城区,2004,657888.0
河北省石家庄市栾城区,2005,729179.0
河北省石家庄市栾城区,2006,849668.0
河北省石家庄市栾城区,2007,1017857.0
河北省石家庄市栾城区,2008,1259019.0
河北省石家庄市栾城区,2009,1150322.0
河北省石家庄市栾城区,2010,1194625.0
河北省石家庄市栾城区,2011,1446088.0
河北省石家庄市栾城区,2012,1553495.0
河北省石家庄市栾城区,2013,1773819.0
河北省石家庄市栾城区,2014,1939363.0
河北省石家庄市栾城区,2015,2078493.0
河北省石家庄市栾城区,2016,2177970.0
河北省石家庄市栾城区,2017,2105023.0
河北省石家庄市栾城区,2018,1806140.0
河北省石家庄市栾城区,2019,1726388.0
河北省石家庄市栾城区,2020,1734453.0
河北省石家庄市井陉县,2000,274053.0
河北省石家庄市井陉县,2001,292156.0
河北省石家庄市井陉县,2002,317340.0
河北省石家庄市井陉县,2003,367692.0
河北省石家庄市井陉县,2004,455701.0
河北省石家庄市井陉县,2005,499786.0
河北省石家庄市井陉县,2006,594286.0
河北省石家庄市井陉县,2007,724445.0
河北省石家庄市井陉县,2008,895816.0
河北省石家庄市井陉县,2009,1001942.0
河北省石家庄市井陉县,2010,1050009.0
河北省石家庄市井陉县,2011,1201654.0
河北省石家庄市井陉县,2012,1300798.0
河北省石家庄市井陉县,2013,1373153.0
河北省石家庄市井陉县,2014,1436280.0
河北省石家庄市井陉县,2015,1445280.0
河北省石家庄市井陉县,2016,1506926.0
河北省石家庄市井陉县,2017,1569795.0
河北省石家庄市井陉县,2018,1661428.0
河北省石家庄市井陉县,2019,969420.0
河北省石家庄市井陉县,2020,999584.0
河北省石家庄市正定县,2000,712977.0
河北省石家庄市正定县,2001,489789.0
河北省石家庄市正定县,2002,536162.0
河北省石家庄市正定县,2003,615852.0
河北省石家庄市正定县,2004,732169.0
河北省石家庄市正定县,2005,802634.0
河北省石家庄市正定县,2006,933880.0
河北省石家庄市正定县,2007,1083942.0
河北省石家庄市正定县,2008,1270047.0
河北省石家庄市正定县,2009,1405160.0
河北省石家庄市正定县,2010,1696041.0
河北省石家庄市正定县,2011,1980979.0
河北省石家庄市正定县,2012,2194772.0
河北省石家庄市正定县,2013,2325788.0
河北省石家庄市正定县,2014,2526705.0
河北省石家庄市正定县,2015,2763915.0
河北省石家庄市正定县,2016,2927014.0
河北省石家庄市正定县,2017,2970319.0
河北省石家庄市正定县,2018,2767219.0
河北省石家庄市正定县,2019,2803873.0
河北省石家庄市正定县,2020,2932734.0
河北省石家庄市唐县,2000,147764.0
河北省石家庄市唐县,2001,153002.0
河北省石家庄市唐县,2002,166853.0
河北省石家庄市唐县,2003,180122.0
河北省石家庄市唐县,2004,210599.0
河北省石家庄市唐县,2005,227008.0
河北省石家庄市唐县,2006,257428.0
河北省石家庄市唐县,2007,264840.0
河北省石家庄市唐县,2008,317854.0
河北省石家庄市唐县,2009,354683.0
河北省石家庄市唐县,2010,454818.0
河北省石家庄市唐县,2011,549147.0
河北省石家庄市唐县,2012,611521.0
河北省石家庄市唐县,2013,635532.0
河北省石家庄市唐县,2014,670797.0
河北省石家庄市唐县,2015,663264.0
河北省石家庄市唐县,2016,702743.0
河北省石家庄市唐县,2017,857503.0
河北省石家庄市唐县,2018,1015137.0
河北省石家庄市唐县,2019,1221962.0
河北省石家庄市唐县,2020,1246341.0
河北省石家庄市灵寿县,2000,179829.0
河北省石家庄市灵寿县,2001,190817.0
河北省石家庄市灵寿县,2002,202448.0
河北省石家庄市灵寿县,2003,229685.0
河北省石家庄市灵寿县,2004,269403.0
河北省石家庄市灵寿县,2005,300312.0
河北省石家庄市灵寿县,2006,347048.0
河北省石家庄市灵寿县,2007,437767.0
河北省石家庄市灵寿县,2008,546543.0
河北省石家庄市灵寿县,2009,593343.0
河北省石家庄市灵寿县,2010,664665.0
河北省石家庄市灵寿县,2011,727978.0
河北省石家庄市灵寿县,2012,787652.0
河北省石家庄市灵寿县,2013,848144.0
河北省石家庄市灵寿县,2014,884699.0
河北省石家庄市灵寿县,2015,932429.0
河北省石家庄市灵寿县,2016,899756.0
河北省石家庄市灵寿县,2017,1000223.0
河北省石家庄市灵寿县,2018,938077.0
河北省石家庄市灵寿县,2019,1022396.0
河北省石家庄市灵寿县,2020,1091037.0
河北省石家庄市高邑县,2000,167265.0
河北省石家庄市高邑县,2001,178508.0
河北省石家庄市高邑县,2002,195971.0
河北省石家庄市高邑县,2003,222305.0
河北省石家庄市高邑县,2004,270940.0
河北省石家庄市高邑县,2005,254554.0
河北省石家庄市高邑县,2006,288504.0
河北省石家庄市高邑县,2007,308750.0
河北省石家庄市高邑县,2008,359995.0
河北省石家庄市高邑县,2009,364445.0
河北省石家庄市高邑县,2010,408798.0
河北省石家庄市高邑县,2011,545686.0
河北省石家庄市高邑县,2012,630161.0
河北省石家庄市高邑县,2013,711495.0
河北省石家庄市高邑县,2014,773031.0
河北省石家庄市高邑县,2015,830105.0
河北省石家庄市高邑县,2016,881952.0
河北省石家庄市高邑县,2017,865889.0
河北省石家庄市高邑县,2018,780296.0
河北省石家庄市高邑县,2019,682053.0
河北省石家庄市高邑县,2020,715132.0
河北省石家庄市深泽县,2000,157621.0
河北省石家庄市深泽县,2001,172502.0
河北省石家庄市深泽县,2002,187602.0
河北省石家庄市深泽县,2003,203876.0
河北省石家庄市深泽县,2004,240190.0
河北省石家庄市深泽县,2005,261825.0
河北省石家庄市深泽县,2006,304733.0
河北省石家庄市深泽县,2007,366906.0
河北省石家庄市深泽县,2008,450599.0
河北省石家庄市深泽县,2009,477173.0
河北省石家庄市深泽县,2010,542272.0
河北省石家庄市深泽县,2011,677857.0
河北省石家庄市深泽县,2012,760826.0
河北省石家庄市深泽县,2013,852355.0
河北省石家庄市深泽县,2014,944413.0
河北省石家庄市深泽县,2015,1015715.0
河北省石家庄市深泽县,2016,1079534.0
河北省石家庄市深泽县,2017,1041540.0
河北省石家庄市深泽县,2018,832115.0
河北省石家庄市深泽县,2019,711374.0
河北省石家庄市深泽县,2020,737213.0
河北省石家庄市赞皇县,2000,116080.0
河北省石家庄市赞皇县,2001,125788.0
河北省石家庄市赞皇县,2002,135025.0
河北省石家庄市赞皇县,2003,158774.0
河北省石家庄市赞皇县,2004,199662.0
河北省石家庄市赞皇县,2005,235588.0
河北省石家庄市赞皇县,2006,272606.0
河北省石家庄市赞皇县,2007,332250.0
河北省石家庄市赞皇县,2008,412049.0
河北省石家庄市赞皇县,2009,448948.0
河北省石家庄市赞皇县,2010,547670.0
河北省石家庄市赞皇县,2011,701028.0
河北省石家庄市赞皇县,2012,773585.0
河北省石家庄市赞皇县,2013,886140.0
河北省石家庄市赞皇县,2014,962588.0
河北省石家庄市赞皇县,2015,955885.0
河北省石家庄市赞皇县,2016,977766.0
河北省石家庄市赞皇县,2017,889038.0
河北省石家庄市赞皇县,2018,724057.0
河北省石家庄市赞皇县,2019,775381.0
河北省石家庄市赞皇县,2020,787138.0
河北省石家庄市无极县,2000,337381.0
河北省石家庄市无极县,2001,361630.0
河北省石家庄市无极县,2002,388447.0
河北省石家庄市无极县,2003,443743.0
河北省石家庄市无极县,2004,535859.0
河北省石家庄市无极县,2005,596281.0
河北省石家庄市无极县,2006,688181.0
河北省石家庄市无极县,2007,869826.0
河北省石家庄市无极县,2008,991471.0
河北省石家庄市无极县,2009,1005152.0
河北省石家庄市无极县,2010,1147490.0
河北省石家庄市无极县,2011,1321149.0
河北省石家庄市无极县,2012,1400964.0
河北省石家庄市无极县,2013,1527449.0
河北省石家庄市无极县,2014,1684163.0
河北省石家庄市无极县,2015,1823977.0
河北省石家庄市无极县,2016,1965162.0
河北省石家庄市无极县,2017,2032302.0
河北省石家庄市无极县,2018,1712212.0
河北省石家庄市无极县,2019,1299107.0
河北省石家庄市无极县,2020,1313378.0
河北省石家庄市平山县,2000,304941.0
河北省石家庄市平山县,2001,336004.0
河北省石家庄市平山县,2002,368889.0
河北省石家庄市平山县,2003,462887.0
河北省石家庄市平山县,2004,569920.0
河北省石家庄市平山县,2005,770347.0
河北省石家庄市平山县,2006,856460.0
河北省石家庄市平山县,2007,1067155.0
河北省石家庄市平山县,2008,1373521.0
河北省石家庄市平山县,2009,1410592.0
河北省石家庄市平山县,2010,1560146.0
河北省石家庄市平山县,2011,1927428.0
河北省石家庄市平山县,2012,2052263.0
河北省石家庄市平山县,2013,2071565.0
河北省石家庄市平山县,2014,2122834.0
河北省石家庄市平山县,2015,1877815.0
河北省石家庄市平山县,2016,2085091.0
河北省石家庄市平山县,2017,2386065.0
河北省石家庄市平山县,2018,2189611.0
河北省石家庄市平山县,2019,2400030.0
河北省石家庄市平山县,2020,2480659.0
河北省石家庄市元氏县,2000,314926.0
河北省石家庄市元氏县,2001,338259.0
河北省石家庄市元氏县,2002,369903.0
河北省石家庄市元氏县,2003,422943.0
河北省石家庄市元氏县,2004,512148.0
河北省石家庄市元氏县,2005,581907.0
河北省石家庄市元氏县,2006,671445.0
河北省石家庄市元氏县,2007,796874.0
河北省石家庄市元氏县,2008,956772.0
河北省石家庄市元氏县,2009,883002.0
河北省石家庄市元氏县,2010,1021089.0
河北省石家庄市元氏县,2011,1278985.0
河北省石家庄市元氏县,2012,1483105.0
河北省石家庄市元氏县,2013,1619742.0
河北省石家庄市元氏县,2014,1711000.0
河北省石家庄市元氏县,2015,1801611.0
河北省石家庄市元氏县,2016,2001614.0
河北省石家庄市元氏县,2017,1913632.0
河北省石家庄市元氏县,2018,1583743.0
河北省石家庄市元氏县,2019,1595370.0
河北省石家庄市元氏县,2020,1611768.0
河北省石家庄市赵县,2000,371930.0
河北省石家庄市赵县,2001,385016.0
河北省石家庄市赵县,2002,415764.0
河北省石家庄市赵县,2003,481790.0
河北省石家庄市赵县,2004,581234.0
河北省石家庄市赵县,2005,601450.0
河北省石家庄市赵县,2006,705830.0
河北省石家庄市赵县,2007,857936.0
河北省石家庄市赵县,2008,1041658.0
河北省石家庄市赵县,2009,1114420.0
河北省石家庄市赵县,2010,1360688.0
河北省石家庄市赵县,2011,1627153.0
河北省石家庄市赵县,2012,1756820.0
河北省石家庄市赵县,2013,1892062.0
河北省石家庄市赵县,2014,1963067.0
河北省石家庄市赵县,2015,2029402.0
河北省石家庄市赵县,2016,2127267.0
河北省石家庄市赵县,2017,2175119.0
河北省石家庄市赵县,2018,1364347.0
河北省石家庄市赵县,2019,1411279.0
河北省石家庄市赵县,2020,1441522.0
河北省石家庄市辛集市,2000,709300.0
河北省石家庄市辛集市,2001,761100.0
河北省石家庄市辛集市,2002,826200.0
河北省石家庄市辛集市,2003,907500.0
河北省石家庄市辛集市,2004,1087200.0
河北省石家庄市辛集市,2005,1208700.0
河北省石家庄市辛集市,2006,1402100.0
河北省石家庄市辛集市,2007,1668300.0
河北省石家庄市辛集市,2008,1918100.0
河北省石家庄市辛集市,2009,2067000.0
河北省石家庄市辛集市,2010,2541400.0
河北省石家庄市辛集市,2011,3181900.0
河北省石家庄市辛集市,2012,3415800.0
河北省石家庄市辛集市,2013,3635400.0
河北省石家庄市辛集市,2014,3759300.0
河北省石家庄市辛集市,2015,3861300.0
河北省石家庄市辛集市,2016,4255800.0
河北省石家庄市辛集市,2017,4562000.0
河北省石家庄市辛集市,2018,4960442.0
